PeakID (cmd=annotatePeaks.pl ./homer_results/mouse_specific_peaks_conservative/peaks_homer.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr3:27854556-27855087:351	chr3	171883175	171883175	+	-1	NA	intron (NR_046852, intron 2 of 2)	intron (NR_046852, intron 2 of 2)	17565	NR_046852	100874219		NR_046852		TMEM212-AS1	-	TMEM212 antisense RNA 1	ncRNA
chr3:121493845-121494445:329	chr1	94860739	94860739	+	-1	NA	intron (NR_146575, intron 10 of 14)	HAL1|LINE|L1	36246	NM_001350223	126969		NM_152369	ENSG00000143036	SLC44A3	CTL3	solute carrier family 44 member 3	protein-coding
chr16:90676744-90677640:109	chr21	32211976	32211976	+	-1	NA	Intergenic	Intergenic	67073	NM_018944	54069		NM_018944	ENSG00000159055	MIS18A	B28|C21orf45|C21orf46|FASP1|MIS18alpha|hMis18alpha	MIS18 kinetochore protein A	protein-coding
chr10:56842085-56842381:134	chr6	121851317	121851317	+	-1	NA	Intergenic	Intergenic	415671	NM_000165	2697		NM_000165	ENSG00000152661	GJA1	AVSD3|CMDR|CX43|EKVP|EKVP3|GJAL|HLHS1|HSS|ODDD|PPKCA	gap junction protein alpha 1	protein-coding
chr10:54040393-54041201:152	chr6	119314515	119314515	+	-1	NA	intron (NM_005907, intron 2 of 12)	MIRb|SINE|MIR	35246	NM_005907	4121		NM_005907	ENSG00000111885	MAN1A1	HUMM3|HUMM9|MAN9	mannosidase alpha class 1A member 1	protein-coding
chr14:32817145-32817649:340	chr10	49155187	49155187	+	-1	NA	3' UTR (NM_001288743, exon 7 of 7)	3' UTR (NM_001288743, exon 7 of 7)	-21166	NM_001164484	170370		NM_001164484	ENSG00000172538	FAM170B	C10orf73	family with sequence similarity 170 member B	protein-coding
chr19:57204097-57204428:194	chr10	114639447	114639447	+	-1	NA	intron (NM_001322884, intron 1 of 20)	intron (NM_001322884, intron 1 of 20)	-7050	NM_001352441	3983		NM_002313	ENSG00000099204	ABLIM1	ABLIM|LIMAB1|LIMATIN|abLIM-1	actin binding LIM protein 1	protein-coding
chr8:69902611-69903531:317	chr19	19514805	19514805	+	-1	NA	exon (NM_032037, exon 1 of 1)	exon (NM_032037, exon 1 of 1)	743	NM_032037	83983		NM_032037	ENSG00000178093	TSSK6	CT72|FKSG82|SSTK|TSSK4	testis specific serine kinase 6	protein-coding
chr7:71963439-71963938:173	chr15	94582533	94582533	+	-1	NA	Intergenic	Intergenic	226603	NM_001159644	55784		NM_018349	ENSG00000140563	MCTP2	-	multiple C2 and transmembrane domain containing 2	protein-coding
chr18:5509957-5510536:412	chr10	31243167	31243167	+	-1	NA	intron (NR_134478, intron 1 of 2)	intron (NR_134478, intron 1 of 2)	55284	NR_134478	101929352		NR_134478		LINC02664	-	long intergenic non-protein coding RNA 2664	ncRNA
chr2:127121408-127122240:719	chr2	96353308	96353308	+	-1	NA	exon (NM_001281710, exon 8 of 18)	exon (NM_001281710, exon 8 of 18)	17542	NM_001281710	23397		NM_015341	ENSG00000121152	NCAPH	BRRN1|CAP-H|CAPH|MCPH23|NCAPH1	non-SMC condensin I complex subunit H	protein-coding
chr9:85568899-85569253:187	chr6	82023492	82023492	+	-1	NA	intron (NR_149135, intron 3 of 3)	intron (NR_149135, intron 3 of 3)	78273	NR_149135	102724168		NR_149134		LINC02542	-	long intergenic non-protein coding RNA 2542	ncRNA
chr8:116770683-116771110:231	chr16	80837121	80837121	+	-1	NA	intron (NR_131948, intron 2 of 2)	intron (NR_131948, intron 2 of 2)	-32523	NM_152342	124359		NM_152342	ENSG00000166446	CDYL2	PCCP1	chromodomain Y like 2	protein-coding
chr2:138245680-138246388:386	chr20	11879510	11879510	+	-1	NA	Intergenic	LTR16C|LTR|ERVL	-8795	NR_110635	728450		NR_110635	ENSG00000228422	LINC00687	C20orf61|dJ1012F16.1	long intergenic non-protein coding RNA 687	ncRNA
chr11:67405554-67406658:947	chr17	10251307	10251307	+	-1	NA	Intergenic	Intergenic	-52701	NM_201433	8522		NM_003644	ENSG00000007237	GAS7	-	growth arrest specific 7	protein-coding
chr6:126154263-126154823:241	chr12	5442573	5442573	+	-1	NA	intron (NM_001102654, intron 1 of 1)	intron (NM_001102654, intron 1 of 1)	10465	NM_001102654	4908		NM_002527	ENSG00000185652	NTF3	HDNF|NGF-2|NGF2|NT-3|NT3	neurotrophin 3	protein-coding
chr9:32544768-32545017:124	chr11	128690487	128690487	+	-1	NA	intron (NM_001271012, intron 1 of 6)	CpG	-3429	NM_001271010	2313		NM_002017	ENSG00000151702	FLI1	BDPLT21|EWSR2|FLI-1|SIC-1	Fli-1 proto-oncogene, ETS transcription factor	protein-coding
chr14:47514953-47515524:308	chr14	55336345	55336345	+	-1	NA	intron (NM_152231, intron 1 of 1)	intron (NM_152231, intron 1 of 1)	64191	NM_152231	55030		NM_017943	ENSG00000178974	FBXO34	CGI-301|Fbx34	F-box protein 34	protein-coding
chr2:160351174-160351538:246	chr20	40669932	40669932	+	-1	NA	Intergenic	Intergenic	19304	NM_005461	9935		NM_005461	ENSG00000204103	MAFB	DURS3|KRML|MCTO	MAF bZIP transcription factor B	protein-coding
chr4:133174210-133174682:267	chr1	27431100	27431100	+	-1	NA	intron (NM_006990, intron 1 of 8)	intron (NM_006990, intron 1 of 8)	38478	NM_005281	2827		NM_005281	ENSG00000181773	GPR3	ACCA	G protein-coupled receptor 3	protein-coding
chr12:58268563-58269499:391	chr14	38256148	38256148	+	-1	NA	promoter-TSS (NM_175060)	promoter-TSS (NM_175060)	-55	NM_175060	161198		NM_175060	ENSG00000176435	CLEC14A	C14orf27|CEG1|EGFR-5	C-type lectin domain containing 14A	protein-coding
chr10:24493427-24494349:673	chr6	132063422	132063422	+	-1	NA	Intergenic	Intergenic	51841	NR_039673	100616191		NR_039673	ENSG00000265669	MIR548AJ1	-	microRNA 548aj-1	ncRNA
chr14:30457866-30458217:166	chr3	53377987	53377987	+	-1	NA	Intergenic	L2a|LINE|L2	-30444	NM_001290204	55802		NM_018403	ENSG00000272886	DCP1A	HSA275986|Nbla00360|SMAD4IP1|SMIF	decapping mRNA 1A	protein-coding
chr7:134261152-134261819:443	chr10	126422024	126422024	+	-1	NA	promoter-TSS (NR_073453)	promoter-TSS (NR_073453)	-145	NR_073453	101101772		NR_073453	ENSG00000235180	LINC00601	-	long intergenic non-protein coding RNA 601	ncRNA
chrX:99319191-99319658:218	chrX	69018858	69018858	+	-1	NA	Intergenic	Intergenic	146595	NM_001032396	64219		NM_022368	ENSG00000181191	PJA1	PRAJA1|RNF70	praja ring finger ubiquitin ligase 1	protein-coding
chr16:15889592-15889924:125	chr8	47735373	47735373	+	-1	NA	exon (NM_001352959, exon 11 of 11)	exon (NM_001352959, exon 11 of 11)	2791	NM_005195	1052		NM_005195	ENSG00000221869	CEBPD	C/EBP-delta|CELF|CRP3|NF-IL6-beta	CCAAT enhancer binding protein delta	protein-coding
chr4:102760015-102760461:267	chr1	66534083	66534083	+	-1	NA	promoter-TSS (NM_001376544)	promoter-TSS (NM_001376544)	-70	NM_001376552	84251		NM_032291	ENSG00000118473	SGIP1	-	SH3GL interacting endocytic adaptor 1	protein-coding
chr7:121107856-121108259:223	chr16	21694784	21694784	+	-1	NA	intron (NM_144672, intron 9 of 28).2	intron (NM_144672, intron 9 of 28).2	-10179	NM_170664	146183		NM_144672	ENSG00000155719	OTOA	CT108|DFNB22	otoancorin	protein-coding
chr18:66442449-66442824:179	chr18	59882172	59882172	+	-1	NA	Intergenic	Intergenic	-17824	NM_001382623	5366		NM_021127	ENSG00000141682	PMAIP1	APR|NOXA	phorbol-12-myristate-13-acetate-induced protein 1	protein-coding
chr8:45875121-45875694:398	chr4	185541366	185541366	+	-1	NA	Intergenic	Intergenic	-5808	NM_001257963	27295		NM_014476	ENSG00000154553	PDLIM3	ALP	PDZ and LIM domain 3	protein-coding
chr17:3454074-3454438:163	chr6	155183386	155183386	+	-1	NA	exon (NM_012454, exon 14 of 27)	exon (NM_012454, exon 14 of 27)	-33580	NM_001010927	26230		NM_012454	ENSG00000146426	TIAM2	STEF|TIAM-2	TIAM Rac1 associated GEF 2	protein-coding
chr6:126162317-126162714:71	chr12	5434744	5434744	+	-1	NA	intron (NM_001102654, intron 1 of 1)	intron (NM_001102654, intron 1 of 1)	2636	NM_001102654	4908		NM_002527	ENSG00000185652	NTF3	HDNF|NGF-2|NGF2|NT-3|NT3	neurotrophin 3	protein-coding
chr17:67409616-67410698:102	chr18	7508142	7508142	+	-1	NA	Intergenic	HERVL-int|LTR|ERVL	-47136	NM_001364581	112577592		NM_001364581	ENSG00000286126	LOC112577592	-	uncharacterized LOC112577592	ncRNA
chr7:45215625-45216301:551	chr19	49362024	49362024	+	-1	NA	promoter-TSS (NM_001256661)	promoter-TSS (NM_001256661)	392	NM_001256658	8463		NM_003598	ENSG00000074219	TEAD2	ETF|TEAD-2|TEF-4|TEF4	TEA domain transcription factor 2	protein-coding
chr1:119234263-119234908:232	chr2	120526209	120526209	+	-1	NA	Intergenic	Intergenic	-59860	NR_027181	84931		NM_032845	ENSG00000280409	LINC01101	-	long intergenic non-protein coding RNA 1101	ncRNA
chr19:5921737-5922084:162	chr11	65317383	65317383	+	-1	NA	intron (NM_006779, intron 1 of 1)	(TCCTCCT)n|Simple_repeat|Simple_repeat	2517	NM_006779	10435		NM_006779	ENSG00000149798	CDC42EP2	BORG1|CEP2	CDC42 effector protein 2	protein-coding
chr5:107295152-107295553:244	chr1	91890281	91890281	+	-1	NA	intron (NM_001195684, intron 2 of 17)	intron (NM_001195684, intron 2 of 17)	-4130	NM_003243	7049		NM_003243	ENSG00000069702	TGFBR3	BGCAN|betaglycan	transforming growth factor beta receptor 3	protein-coding
chr6:8105911-8106301:143	chr7	7476532	7476532	+	-1	NA	intron (NM_001037763, intron 14 of 34)	MER58A|DNA|hAT-Charlie	59341	NM_001037763	340267		NM_001037763	ENSG00000215018	COL28A1	COL28	collagen type XXVIII alpha 1 chain	protein-coding
chr4:95031111-95031709:226	chr1	58763354	58763354	+	-1	NA	Intergenic	Intergenic	20693	NM_002228	3725		NM_002228	ENSG00000177606	JUN	AP-1|AP1|c-Jun|cJUN|p39	Jun proto-oncogene, AP-1 transcription factor subunit	protein-coding
chr5:38158983-38159736:540	chr4	4387033	4387033	+	-1	NA	promoter-TSS (NM_001382227)	promoter-TSS (NM_001382227)	-69	NR_167932	27065		NM_014392	ENSG00000168824	NSG1	D4S234|D4S234E|NEEP21|P21	neuronal vesicle trafficking associated 1	protein-coding
chr15:79436450-79436961:388	chr22	38311406	38311406	+	-1	NA	intron (NM_152221, intron 2 of 10)	intron (NM_152221, intron 2 of 10)	6027	NM_152221	1454		NM_001894	ENSG00000213923	CSNK1E	CKIe|CKIepsilon|HCKIE	casein kinase 1 epsilon	protein-coding
chr16:34376167-34376554:181	chr3	124243524	124243524	+	-1	NA	intron (NM_001322990, intron 3 of 33)	intron (NM_001322990, intron 3 of 33)	110595	NR_049798	100847021		NR_049798	ENSG00000266383	MIR5002	-	microRNA 5002	ncRNA
chr17:47813139-47814204:282	chr6	41656625	41656625	+	-1	NA	Intergenic	Intergenic	18157	NM_001300805	4188		NM_005586	ENSG00000112559	MDFI	I-MF|I-mfa	MyoD family inhibitor	protein-coding
chr17:45766865-45767455:330	chr6	44043811	44043811	+	-1	NA	intron (NR_125864, intron 1 of 4)	intron (NR_125864, intron 1 of 4)	30841	NR_125864	101929705		NR_125864	ENSG00000237686	SCIRT	DATOC-1	stem cell inhibitory RNA transcript	ncRNA
chr17:85574539-85574969:240	chr2	44889247	44889247	+	-1	NA	Intergenic	Intergenic	49641	NR_147194	107985879		NR_147194	ENSG00000259439	LINC01833	K21.1|RP11-89	long intergenic non-protein coding RNA 1833	ncRNA
chr2:37969796-37970561:496	chr9	123595199	123595199	+	-1	NA	intron (NR_148208, intron 11 of 20)	intron (NR_148208, intron 11 of 20)	-109577	NR_106972	102465688		NR_106972	ENSG00000274932	MIR7150	hsa-mir-7150	microRNA 7150	ncRNA
chr11:76953553-76953913:153	chr17	30286348	30286348	+	-1	NA	intron (NM_000386, intron 5 of 11)	intron (NM_000386, intron 5 of 11)	5596	NM_000386	642		NM_000386	ENSG00000108578	BLMH	BH|BMH	bleomycin hydrolase	protein-coding
chr7:45759105-45759814:531	chr19	48552026	48552026	+	-1	NA	promoter-TSS (NM_177973)	promoter-TSS (NM_177973)	-146	NM_177973	6820		NM_004605	ENSG00000088002	SULT2B1	ARCI14|HSST2	sulfotransferase family 2B member 1	protein-coding
chr13:89394520-89395073:114	chr5	83878669	83878669	+	-1	NA	Intergenic	Intergenic	-157814	NM_001884	1404		NM_001884	ENSG00000145681	HAPLN1	CRT1|CRTL1	hyaluronan and proteoglycan link protein 1	protein-coding
chr5:105744957-105745689:569	chr1	89855884	89855884	+	-1	NA	intron (NM_001134479, intron 2 of 2)	intron (NM_001134479, intron 2 of 2)	33945	NM_018103	55144		NM_018103	ENSG00000171492	LRRC8D	HsLRRC8D|LRRC5	leucine rich repeat containing 8 VRAC subunit D	protein-coding
chr18:76059426-76059872:292	chr18	48136892	48136892	+	-1	NA	intron (NM_001371291, intron 4 of 6)	CpG	256	NM_001039360	201501		NM_001039360	ENSG00000184828	ZBTB7C	APM-1|APM1|ZBTB36|ZNF857C	zinc finger and BTB domain containing 7C	protein-coding
chr5:125150670-125151505:128	chr12	124531121	124531121	+	-1	NA	intron (NM_001077261, intron 2 of 47)	intron (NM_001077261, intron 2 of 47)	36491	NM_006312	9612		NM_006312	ENSG00000196498	NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	nuclear receptor corepressor 2	protein-coding
chr6:50112823-50113114:146	chr7	24576384	24576384	+	-1	NA	intron (NM_001303037, intron 1 of 11)	intron (NM_001303037, intron 1 of 11)	2932	NM_016447	51678		NM_016447	ENSG00000105926	PALS2	MPP6|VAM-1|VAM1|p55T	protein associated with LIN7 2, MAGUK p55 family member	protein-coding
chr4:81744659-81745455:314	chr9	13588551	13588551	+	-1	NA	Intergenic	Intergenic	-157222	NR_033863	401492		NR_033863	ENSG00000270547	LINC01235	-	long intergenic non-protein coding RNA 1235	ncRNA
chr17:32166700-32167025:198	chr19	15201004	15201004	+	-1	NA	promoter-TSS (NM_000435)	promoter-TSS (NM_000435)	-9	NM_000435	4854		NM_000435	ENSG00000074181	NOTCH3	CADASIL|CADASIL1|CASIL|IMF2|LMNS	notch receptor 3	protein-coding
chr8:91081978-91082310:179	chr16	53450004	53450004	+	-1	NA	intron (NM_001323609, intron 4 of 20)	intron (NM_001323609, intron 4 of 20)	14385	NM_001323611	5934		NM_005611	ENSG00000103479	RBL2	BRUWAG|P130|Rb2	RB transcriptional corepressor like 2	protein-coding
chr5:147574419-147574999:315	chr13	28316353	28316353	+	-1	NA	intron (NM_002019, intron 25 of 29)	intron (NM_002019, intron 25 of 29)	-177179	NR_029383	100288730		NR_029383		PAN3-AS1	-	PAN3 antisense RNA 1	ncRNA
chr3:149117388-149117764:158	chr1	81649089	81649089	+	-1	NA	intron (NM_001366008, intron 3 of 26)	intron (NM_001366008, intron 3 of 26)	-50681	NM_001297704	23266		NM_012302	ENSG00000117114	ADGRL2	CIRL2|CL2|LEC1|LPHH1|LPHN2	adhesion G protein-coupled receptor L2	protein-coding
chr9:64055222-64055565:181	chr15	66661661	66661661	+	-1	NA	intron (NR_110372, intron 1 of 4)	intron (NR_110372, intron 1 of 4)	-40575	NR_027654	4091		NM_005585	ENSG00000137834	SMAD6	AOVD2|HsT17432|MADH6|MADH7	SMAD family member 6	protein-coding
chr12:40498808-40499238:294	chr7	112144569	112144569	+	-1	NA	intron (NM_014705, intron 1 of 51)	intron (NM_014705, intron 1 of 51)	61830	NM_014705	9732		NM_014705	ENSG00000128512	DOCK4	-	dedicator of cytokinesis 4	protein-coding
chr14:33923057-33924147:985	chr10	47300810	47300810	+	-1	NA	exon (NM_004962, exon 1 of 3)	exon (NM_004962, exon 1 of 3)	613	NM_004962	2662		NM_004962	ENSG00000266524	GDF10	BIP|BMP-3b|BMP3B	growth differentiation factor 10	protein-coding
chr18:52749672-52750423:343	chr5	122297158	122297158	+	-1	NA	Intergenic	Intergenic	-14533	NR_131762	9627		NM_005460	ENSG00000064692	SNCAIP	SYPH1|Sph1	synuclein alpha interacting protein	protein-coding
chr9:67264951-67265244:159	chr15	62794564	62794564	+	-1	NA	intron (NM_015059, intron 43 of 55)	intron (NM_015059, intron 43 of 55)	-29393	NR_029709	406965		NR_029709	ENSG00000211137	MIR190A	MIR190|MIRN190|hsa-mir-190a|miR-190|mir-190a	microRNA 190a	ncRNA
chr14:76583978-76584585:181	chr13	44350125	44350125	+	-1	NA	Intergenic	Intergenic	-23525	NM_001346980	387923		NM_001010897	ENSG00000151778	SERP2	C13orf21|bA269C23.1	stress associated endoplasmic reticulum protein family member 2	protein-coding
chr9:62351180-62351582:349	chr15	68809836	68809836	+	-1	NA	intron (NM_006305, intron 1 of 6)	L2b|LINE|L2	-2735	NR_026808	80035		NM_024970		ANP32A-IT1	C15orf28|HsT18971|NCRNA00321	ANP32A intronic transcript 1	ncRNA
chr13:107676058-107677171:943	chr5	61599555	61599555	+	-1	NA	Intergenic	Intergenic	-38205	NR_161251	285668		NR_126523	ENSG00000178722	LINC03122	C5orf64|LINC03119	long intergenic non-protein coding RNA 3122	ncRNA
chr10:18430930-18431380:239	chr6	138545784	138545784	+	-1	NA	intron (NM_020464, intron 1 of 6)	intron (NM_020464, intron 1 of 6)	26785	NM_020464	57224		NM_020464	ENSG00000135540	NHSL1	C6orf63	NHS like 1	protein-coding
chr9:32529551-32530302:244	chr11	128705751	128705751	+	-1	NA	intron (NM_001271010, intron 1 of 9)	intron (NM_001271010, intron 1 of 9)	-9728	NR_038908	100507392		NR_038908	ENSG00000254703	SENCR	FLI1-AS1|lncRNA9	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA	ncRNA
chr10:68723531-68724754:982	chr10	61452412	61452412	+	-1	NA	promoter-TSS (NR_120643)	promoter-TSS (NR_120643)	-227	NR_120643	101928781		NR_120643		TMEM26-AS1	-	TMEM26 antisense RNA 1	ncRNA
chr2:33872818-33873466:162	chr9	126342813	126342813	+	-1	NA	intron (NM_033446, intron 2 of 9)	intron (NM_033446, intron 2 of 9)	15984	NM_033446	89853		NM_033446	ENSG00000196814	MVB12B	C9orf28|FAM125B	multivesicular body subunit 12B	protein-coding
chr19:53087249-53088119:757	chr10	109967872	109967872	+	-1	NA	intron (NR_038943, intron 2 of 4)	MER5B|DNA|hAT-Charlie	-28501	NM_001320591	120		NM_001121	ENSG00000148700	ADD3	ADDL|CPSQ3	adducin 3	protein-coding
chr16:10482305-10482747:272	chr16	10868810	10868810	+	-1	NA	Intergenic	Intergenic	-8388	NM_001286402	4261		NM_000246	ENSG00000179583	CIITA	C2TA|CIITAIV|MHC2TA|NLRA	class II major histocompatibility complex transactivator	protein-coding
chr6:100127310-100128262:603	chr3	72245588	72245588	+	-1	NA	Intergenic	Intergenic	94331	NR_038221	201617		NR_038221	ENSG00000243083	LINC00870	-	long intergenic non-protein coding RNA 870	ncRNA
chr10:44630298-44631196:109	chr6	105876712	105876712	+	-1	NA	Intergenic	Intergenic	-209624	NM_001198	639		NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR/SET domain 1	protein-coding
chr11:96309248-96309681:308	chr17	48587722	48587722	+	-1	NA	intron (NM_001384749, intron 1 of 4)	intron (NM_001384749, intron 1 of 4)	2519	NM_001384747	3213		NM_002146	ENSG00000120093	HOXB3	HOX2|HOX2G|Hox-2.7	homeobox B3	protein-coding
chr2:163932207-163932550:150	chr20	44826534	44826534	+	-1	NA	Intergenic	L1ME4a|LINE|L1	-15988	NM_001205317	140730		NM_182970	ENSG00000101098	RIMS4	C20orf190|RIM 4|RIM-4|RIM4|RIM4-gamma|RIM4gamma	regulating synaptic membrane exocytosis 4	protein-coding
chr14:102883303-102883808:196	chr13	76794803	76794803	+	-1	NA	Intergenic	Intergenic	91602	NM_138444	115207		NM_138444	ENSG00000178695	KCTD12	C13orf2|PFET1|PFETIN	potassium channel tetramerization domain containing 12	protein-coding
chr2:84425081-84425609:197	chr2	187448264	187448264	+	-1	NA	promoter-TSS (NM_001369435)	promoter-TSS (NM_001369435)	-12	NM_001369434	10203		NM_005795	ENSG00000064989	CALCRL	CGRPR|CRLR|LMPHM8	calcitonin receptor like receptor	protein-coding
chr11:49955925-49956332:121	chr5	180139129	180139129	+	-1	NA	intron (NM_175062, intron 1 of 13)	intron (NM_175062, intron 1 of 13)	-67370	NM_018434	55819		NM_018434	ENSG00000113269	RNF130	G1RP|G1RZFP|GOLIATH|GP	ring finger protein 130	protein-coding
chr19:47455044-47455378:144	chr10	103846176	103846176	+	-1	NA	intron (NM_014631, intron 1 of 13)	intron (NM_014631, intron 1 of 13)	9230	NM_014631	9644		NM_014631	ENSG00000107957	SH3PXD2A	FISH|SH3MD1|TKS5	SH3 and PX domains 2A	protein-coding
chr18:55146602-55147061:301	chr5	124923287	124923287	+	-1	NA	Intergenic	Intergenic	-113544	NR_109882	101927421		NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
chr17:10407030-10407307:155	chr6	163310912	163310912	+	-1	NA	non-coding (NR_028390, exon 6 of 6)	non-coding (NR_028390, exon 6 of 6)	13561	NR_028390	285796		NR_028390	ENSG00000281692	PACRG-AS1	-	PACRG antisense RNA 1	ncRNA
chr14:118635275-118636186:329	chr13	95213244	95213244	+	-1	NA	intron (NM_001301830, intron 3 of 19)	L1MEf|LINE|L1	2900	NR_145733	109616987		NR_145733		SNORD13G	-	small nucleolar RNA, C/D box 13G	snoRNA
chr17:85395527-85395770:121	chr2	44708454	44708454	+	-1	NA	intron (NM_024766, intron 6 of 10)	intron (NM_024766, intron 6 of 10)	230434	NR_147194	107985879		NR_147194	ENSG00000259439	LINC01833	K21.1|RP11-89	long intergenic non-protein coding RNA 1833	ncRNA
chr9:72449435-72449853:157	chr15	56443391	56443391	+	-1	NA	intron (NM_018365, intron 7 of 9)	L1MEf|LINE|L1	21746	NM_018365	55329		NM_018365	ENSG00000138587	MNS1	HTX9|SPATA40	meiosis specific nuclear structural 1	protein-coding
chr3:52744278-52745045:304	chr13	40082860	40082860	+	-1	NA	Intergenic	Intergenic	-98949	NR_046870	100874127		NR_046870		LINC00332	NCRNA00332	long intergenic non-protein coding RNA 332	ncRNA
chr10:20040220-20040472:125	chr6	136679228	136679228	+	-1	NA	intron (NM_005923, intron 7 of 29)	intron (NM_005923, intron 7 of 29)	50114	NR_125858	101928461		NR_125858	ENSG00000234263	MAP3K5-AS1	-	MAP3K5 antisense RNA 1	ncRNA
chr16:49982227-49982635:214	chr3	107980390	107980390	+	-1	NA	Intergenic	Intergenic	97185	NR_015394	285205		NR_015394	ENSG00000240423	LINC00636	-	long intergenic non-protein coding RNA 636	ncRNA
chr6:17991612-17991954:139	chr7	117280098	117280098	+	-1	NA	intron (NM_003391, intron 4 of 4)	intron (NM_003391, intron 4 of 4)	42960	NM_003391	7472		NM_003391	ENSG00000105989	WNT2	INT1L1|IRP	Wnt family member 2	protein-coding
chr1:181921529-181922105:143	chr1	225517210	225517210	+	-1	NA	exon (NM_018212, exon 6 of 14)	exon (NM_018212, exon 6 of 14)	-88355	NM_194442	3930		NM_002296	ENSG00000143815	LBR	C14SR|DHCR14B|LMN2R|PHA|PHASK|TDRD18	lamin B receptor	protein-coding
chr8:87130648-87131136:208	chr16	48887775	48887775	+	-1	NA	Intergenic	Intergenic	-277595	NM_153029	9683		NM_014664	ENSG00000102921	N4BP1	-	NEDD4 binding protein 1	protein-coding
chr9:52217331-52218067:85	chr11	110038665	110038665	+	-1	NA	Intergenic	Intergenic	-54727	NM_033390	85463		NM_033390	ENSG00000149289	ZC3H12C	MCPIP3	zinc finger CCCH-type containing 12C	protein-coding
